model_name,unique_id,model_path,schema,materialization,resource_enabled,contract_enforced,column_count,tags,owner,servingdb_sync,child_count,parent_count,access,migration_status,target_canonical_model,compatibility_relation,deprecation_date,deprecation_ticket,wave,notes
int_spend__claims_rollup,model.healthcare_analytics.int_spend__claims_rollup,models/healthcare/spend/intermediate/int_spend__claims_rollup.sql,healthcare,view,True,False,4,"cost,intermediate,spend",,False,9,1,protected,active,,,,,,
int_spend__member_month,model.healthcare_analytics.int_spend__member_month,models/healthcare/spend/intermediate/int_spend__member_month.sql,healthcare,view,True,False,6,"intermediate,revenue,spend",,False,9,4,protected,active,,,,,,
int_spend__uhc_claims,model.healthcare_analytics.int_spend__uhc_claims,models/healthcare/spend/intermediate/int_spend__uhc_claims.sql,healthcare,view,True,False,5,"cost,intermediate,spend,PAYOR_B",,False,4,2,protected,keep,,,,DEV-4538,A,LIVE_OBSERVED; no ref() deps; do not soft-deprecate
int_spend__uhc_diagnosis_by_company,model.healthcare_analytics.int_spend__uhc_diagnosis_by_company,models/healthcare/spend/intermediate/int_spend__uhc_diagnosis_by_company.sql,healthcare,view,True,False,6,"VendorBlue,cost,diagnosis,intermediate,spend,PAYOR_B",,False,6,3,protected,active,,,,,,
int_spend__uhc_identity_book,model.healthcare_analytics.int_spend__uhc_identity_book,models/healthcare/spend/intermediate/int_spend__uhc_identity_book.sql,healthcare,view,True,False,2,"VendorBlue,identity,intermediate,spend,PAYOR_B",,False,12,2,protected,active,,,,,,
int_spend__uhc_pcp_company,model.healthcare_analytics.int_spend__uhc_pcp_company,models/healthcare/spend/intermediate/int_spend__uhc_pcp_company.sql,healthcare,view,True,False,4,"VendorBlue,finance,intermediate,settlement,spend,PAYOR_B",,False,5,1,protected,active,,,,,,
int_spend__uhc_revenue,model.healthcare_analytics.int_spend__uhc_revenue,models/healthcare/spend/intermediate/int_spend__uhc_revenue.sql,healthcare,view,True,False,14,"VendorBlue,intermediate,revenue,spend,PAYOR_B",,False,6,3,protected,active,,,,,,
int_spend__uhc_settlement,model.healthcare_analytics.int_spend__uhc_settlement,models/healthcare/spend/intermediate/int_spend__uhc_settlement.sql,healthcare,view,True,False,12,"finance,intermediate,settlement,spend,PAYOR_B",,False,7,1,protected,active,,,,,,
int_spend__uhc_settlement_by_company,model.healthcare_analytics.int_spend__uhc_settlement_by_company,models/healthcare/spend/intermediate/int_spend__uhc_settlement_by_company.sql,healthcare,view,True,False,8,"VendorBlue,finance,intermediate,settlement,spend,PAYOR_B",,False,9,2,protected,active,,,,,,
int_staff_athena_crosswalk,model.healthcare_analytics.int_staff_athena_crosswalk,models/intermediate/int_staff_athena_crosswalk.sql,intermediate,view,True,False,3,"athena,intermediate,mdm,staff",,False,2,1,protected,active,,,,,,
int_tertiary_insurance,model.healthcare_analytics.int_tertiary_insurance,models/intermediate/int_tertiary_insurance.sql,intermediate,view,True,False,7,"canonical,insurance,intermediate,mdm",,False,4,2,protected,active,,,,,,
int_validated_adt_events,model.healthcare_analytics.int_validated_adt_events,models/healthcare/scheduling/int_validated_adt_events.sql,healthcare,table,True,False,1,"adt,cadence,capacity,ml_feature,retier,scheduling,superset,tcm",,False,4,4,protected,active,,,,,,
intake_roster,model.healthcare_analytics.intake_roster,models/healthcare/athena/intake_roster.sql,healthcare,table,True,False,7,"athena,ehr,intake,midi",,False,5,1,protected,active,,,,,,
log_raf__factor_audit,model.healthcare_analytics.log_raf__factor_audit,models/healthcare/raf/score/cdc/log_raf__factor_audit.sql,healthcare,incremental,True,False,1,"audit,business,cdc,cms_hcc,event_log,raf,risk_adjustment",,False,3,3,protected,active,,,,,,
log_raf__pipeline_events,model.healthcare_analytics.log_raf__pipeline_events,models/healthcare/raf/score/cdc/log_raf__pipeline_events.sql,healthcare,incremental,True,False,1,"audit,cdc,cms_hcc,event_log,pipeline,raf,risk_adjustment",,False,3,0,protected,active,,,,,,
log_raf__score_events,model.healthcare_analytics.log_raf__score_events,models/healthcare/raf/score/cdc/log_raf__score_events.sql,healthcare,incremental,True,False,1,"audit,cdc,cms_hcc,event_log,raf,risk_adjustment",,False,8,2,protected,active,,,,,,
mart_appointments,model.healthcare_analytics.mart_appointments,models/marts_bi_v3/mart_appointments.sql,marts_bi_v3,incremental,True,True,74,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,8,3,protected,active,,,,,,
mart_attribution_detail,model.healthcare_analytics.mart_attribution_detail,models/marts_bi_v3/mart_attribution_detail.sql,marts_bi_v3,incremental,True,True,80,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,5,3,protected,active,,,,,,
mart_attribution_operations,model.healthcare_analytics.mart_attribution_operations,models/marts_bi_v3/mart_attribution_operations.sql,marts_bi_v3,incremental,True,False,75,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,5,1,protected,active,,,,,,
mart_attribution_timeline,model.healthcare_analytics.mart_attribution_timeline,models/marts_bi_v3/mart_attribution_timeline.sql,marts_bi_v3,incremental,True,False,44,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,5,1,protected,active,,,,,,
mart_awv_mini_cog,model.healthcare_analytics.mart_awv_mini_cog,models/marts_bi_v3/mart_awv_mini_cog.sql,marts_bi_v3,incremental,True,True,28,"awv,cube,marts_bi_v3,v3_synced,BIPlatform",,True,4,3,protected,active,,,,,,
mart_payor_alpha_settlement,model.healthcare_analytics.mart_payor_alpha_settlement,models/marts_bi_v3/mart_payor_alpha_settlement.sql,marts_bi_v3,table,True,True,20,"PAYOR_A,cube,finance,marts_bi_v3,settlement,spend,v3_synced,BIPlatform",,False,4,1,protected,active,,,,,,
mart_bcr,model.healthcare_analytics.mart_bcr,models/marts_bi_v3/bcr/mart_bcr.sql,marts_bi_v3,table,True,True,79,"bcr,cube,marts_bi_v3,v3_synced,BIPlatform",,True,3,6,protected,active,,,,,,
mart_bcr_cpt,model.healthcare_analytics.mart_bcr_cpt,models/marts_bi_v3/bcr/mart_bcr_cpt.sql,marts_bi_v3,table,True,True,73,"bcr,cube,marts_bi_v3,v3_synced,BIPlatform",,True,3,6,protected,active,,,,,,
mart_bcr_detail,model.healthcare_analytics.mart_bcr_detail,models/marts_bi_v3/bcr/mart_bcr_detail.sql,marts_bi_v3,incremental,True,True,111,"bcr,cube,marts_bi_v3,v3_synced,BIPlatform",,True,8,8,protected,active,,,,,,
mart_behavioral_health,model.healthcare_analytics.mart_behavioral_health,models/marts_bi_v3/mart_behavioral_health.sql,marts_bi_v3,incremental,True,True,64,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,7,2,protected,active,,,,,,
mart_bh_scheduling_capacity,model.healthcare_analytics.mart_bh_scheduling_capacity,models/marts_bi_v3/mart_bh_scheduling_capacity.sql,marts_bi_v3,incremental,True,True,34,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,6,1,protected,active,,,,,,
mart_bh_summary_filter_values_bh_provider,model.healthcare_analytics.mart_bh_summary_filter_values_bh_provider,models/marts_bi_v3/mart_bh_summary_filter_values_bh_provider.sql,marts_bi_v3,table,True,False,2,"bh_summary,cube,filter_values,marts_bi_v3,v3_synced,BIPlatform",,True,3,3,protected,active,,,,,,
mart_bh_summary_filter_values_clinic,model.healthcare_analytics.mart_bh_summary_filter_values_clinic,models/marts_bi_v3/mart_bh_summary_filter_values_clinic.sql,marts_bi_v3,table,True,False,2,"bh_summary,cube,filter_values,marts_bi_v3,v3_synced,BIPlatform",,True,3,3,protected,active,,,,,,
mart_cadence_scheduling,model.healthcare_analytics.mart_cadence_scheduling,models/marts_bi_v3/mart_cadence_scheduling.sql,marts_bi_v3,incremental,True,True,103,"cadence,cube,marts_bi_v3,scheduling,v3_synced,BIPlatform",,True,3,3,protected,active,,,,,,
mart_empi_golden_person,model.healthcare_analytics.mart_empi_golden_person,models/marts_bi_v3/mart_empi_golden_person.sql,marts_bi_v3,incremental,True,True,37,"cube,empi,marts_bi_v3,v3_synced,BIPlatform",,True,4,6,protected,active,,,,,,
mart_empi_identity_map,model.healthcare_analytics.mart_empi_identity_map,models/marts_bi_v3/mart_empi_identity_map.sql,marts_bi_v3,incremental,True,True,12,"cube,empi,marts_bi_v3,v3_synced,BIPlatform",,True,4,4,protected,active,,,,,,
mart_eov_cadence,model.healthcare_analytics.mart_eov_cadence,models/marts_bi_v3/mart_eov_cadence.sql,marts_bi_v3,incremental,True,True,31,"cadence,cube,eov,marts_bi_v3,scheduling,v3_synced,BIPlatform",,True,4,4,protected,active,,,,,,
mart_hcc_assessment,model.healthcare_analytics.mart_hcc_assessment,models/marts_bi_v3/mart_hcc_assessment.sql,marts_bi_v3,incremental,True,True,33,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,9,1,protected,active,,,,,,
mart_hcc_assessment_by_payer,model.healthcare_analytics.mart_hcc_assessment_by_payer,models/marts_bi_v3/mart_hcc_assessment_by_payer.sql,marts_bi_v3,table,True,False,9,"cube,hcc,marts_bi_v3,v3_synced,BIPlatform",,True,2,1,protected,active,,,,,,
mart_hcc_coder_contribution,model.healthcare_analytics.mart_hcc_coder_contribution,models/marts_bi_v3/mart_hcc_coder_contribution.sql,marts_bi_v3,incremental,True,False,23,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,4,1,protected,active,,,,,,
mart_hcc_grouped,model.healthcare_analytics.mart_hcc_grouped,models/marts_bi_v3/mart_hcc_grouped.sql,marts_bi_v3,incremental,True,True,77,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,5,6,protected,active,,,,,,
mart_hcc_grouped_surfaced,model.healthcare_analytics.mart_hcc_grouped_surfaced,models/marts_bi_v3/mart_hcc_grouped_surfaced.sql,marts_bi_v3,table,True,False,15,"cube,hcc,marts_bi_v3,v3_synced,BIPlatform",,True,4,1,protected,active,,,,,,
mart_hcc_missing_opportunity,model.healthcare_analytics.mart_hcc_missing_opportunity,models/marts_bi_v3/mart_hcc_missing_opportunity.sql,marts_bi_v3,table,True,True,11,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,4,3,protected,active,,,,,,
mart_hcc_provider_category_breakdown,model.healthcare_analytics.mart_hcc_provider_category_breakdown,models/marts_bi_v3/mart_hcc_provider_category_breakdown.sql,marts_bi_v3,table,True,False,21,"cube,hcc,marts_bi_v3,v3_synced,BIPlatform",,True,4,1,protected,active,,,,,,
mart_hcc_provider_contribution,model.healthcare_analytics.mart_hcc_provider_contribution,models/marts_bi_v3/mart_hcc_provider_contribution.sql,marts_bi_v3,incremental,True,True,17,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,4,1,protected,active,,,,,,
mart_hcc_rolled,model.healthcare_analytics.mart_hcc_rolled,models/marts_bi_v3/mart_hcc_rolled.sql,marts_bi_v3,incremental,True,True,44,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,3,5,protected,active,,,,,,
mart_heartwise_zio_patch,model.healthcare_analytics.mart_heartwise_zio_patch,models/marts_bi_v3/mart_heartwise_zio_patch.sql,marts_bi_v3,table,True,True,80,"clinical_programs,cube,heartwise,marts_bi_v3,v3_synced,BIPlatform,zio_patch",,True,3,12,protected,active,,,,,,
mart_imaging,model.healthcare_analytics.mart_imaging,models/marts_bi_v3/mart_imaging.sql,marts_bi_v3,incremental,True,True,44,"cube,imaging,marts_bi_v3,v3_synced,BIPlatform",,True,4,0,protected,active,,,,,,
mart_mdm__member_populations,model.healthcare_analytics.mart_mdm__member_populations,models/healthcare/mdm/marts/mart_mdm__member_populations.sql,healthcare,view,True,False,6,"cube,mdm,member,populations,BIPlatform",,False,13,1,protected,active,,,,,,
mart_medical_revenue_detail_uhc,model.healthcare_analytics.mart_medical_revenue_detail_uhc,models/marts_bi_v3/mart_medical_revenue_detail_uhc.sql,marts_bi_v3,view,True,False,9,"cube,finance,marts_bi_v3,revenue,spend,PAYOR_B,v3_synced,BIPlatform",,False,5,1,protected,active,,,,,,
mart_medical_spending,model.healthcare_analytics.mart_medical_spending,models/marts_bi_v3/mart_medical_spending.sql,marts_bi_v3,table,True,True,46,"cube,finance,marts_bi_v3,spend,v3_synced,BIPlatform",,True,18,2,protected,active,,,,,,
mart_medical_spending_by_provider,model.healthcare_analytics.mart_medical_spending_by_provider,models/marts_bi_v3/mart_medical_spending_by_provider.sql,marts_bi_v3,table,True,True,29,"cube,finance,marts_bi_v3,spend,v3_synced,BIPlatform",,True,8,2,protected,active,,,,,,
mart_medical_spending_by_specialty,model.healthcare_analytics.mart_medical_spending_by_specialty,models/marts_bi_v3/mart_medical_spending_by_specialty.sql,marts_bi_v3,table,True,True,15,"cube,finance,marts_bi_v3,spend,v3_synced,BIPlatform",,True,12,3,protected,active,,,,,,
mart_medical_spending_detail,model.healthcare_analytics.mart_medical_spending_detail,models/marts_bi_v3/mart_medical_spending_detail.sql,marts_bi_v3,table,True,False,10,"cube,finance,marts_bi_v3,spend,v3_synced,BIPlatform",,True,13,1,protected,active,,,,,,
mart_medical_spending_detail_uhc,model.healthcare_analytics.mart_medical_spending_detail_uhc,models/marts_bi_v3/mart_medical_spending_detail_uhc.sql,marts_bi_v3,table,True,False,11,"cube,finance,marts_bi_v3,spend,PAYOR_B,v3_synced,BIPlatform",,False,9,2,protected,active,,,,,,
mart_medical_spending_filter_values_payor,model.healthcare_analytics.mart_medical_spending_filter_values_payor,models/marts_bi_v3/mart_medical_spending_filter_values_payor.sql,marts_bi_v3,table,True,False,2,"cube,filter_values,finance,marts_bi_v3,spend,v3_synced,BIPlatform",,True,3,2,protected,active,,,,,,
mart_medical_spending_filter_values_provider_specialty,model.healthcare_analytics.mart_medical_spending_filter_values_provider_specialty,models/marts_bi_v3/mart_medical_spending_filter_values_provider_specialty.sql,marts_bi_v3,table,True,False,2,"cube,filter_values,finance,marts_bi_v3,spend,v3_synced,BIPlatform",,True,3,1,protected,active,,,,,,
mart_medical_spending_filter_values_service_category,model.healthcare_analytics.mart_medical_spending_filter_values_service_category,models/marts_bi_v3/mart_medical_spending_filter_values_service_category.sql,marts_bi_v3,table,True,False,2,"cube,filter_values,finance,marts_bi_v3,spend,v3_synced,BIPlatform",,True,3,1,protected,active,,,,,,
mart_medical_spending_filter_values_spend_bucket,model.healthcare_analytics.mart_medical_spending_filter_values_spend_bucket,models/marts_bi_v3/mart_medical_spending_filter_values_spend_bucket.sql,marts_bi_v3,table,True,False,2,"cube,filter_values,finance,marts_bi_v3,spend,v3_synced,BIPlatform",,True,3,1,protected,active,,,,,,
mart_membership,model.healthcare_analytics.mart_membership,models/marts_bi_v3/mart_membership.sql,marts_bi_v3,incremental,True,True,104,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,10,2,protected,active,,,,,,
mart_membership_kpis_monthly,model.healthcare_analytics.mart_membership_kpis_monthly,models/marts_bi_v3/mart_membership_kpis_monthly.sql,marts_bi_v3,incremental,True,True,48,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,8,3,protected,active,,,,,,
mart_membership_lead_attribution,model.healthcare_analytics.mart_membership_lead_attribution,models/marts_bi_v3/mart_membership_lead_attribution.sql,marts_bi_v3,incremental,True,False,9,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,4,1,protected,active,,,,,,
mart_monthly_leakage_cohort,model.healthcare_analytics.mart_monthly_leakage_cohort,models/marts_bi_v3/mart_monthly_leakage_cohort.sql,marts_bi_v3,incremental,True,False,13,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,5,1,protected,active,,,,,,
mart_navina_roster,model.healthcare_analytics.mart_navina_roster,models/marts_bi_v3/mart_navina_roster.sql,marts_bi_v3,table,True,True,6,"cube,hcc,marts_bi_v3,v3_synced,BIPlatform",,True,10,3,protected,active,,,,,,
mart_no_next_validation,model.healthcare_analytics.mart_no_next_validation,models/marts_bi_v3/mart_no_next_validation.sql,marts_bi_v3,incremental,True,False,43,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,4,1,protected,active,,,,,,
mart_npv_weekly,model.healthcare_analytics.mart_npv_weekly,models/facts/mart_npv_weekly.sql,marts_bi_v3,incremental,True,False,31,"cube,fact,servingdb_sync,mart,marts_bi_v3,npv,v3,v3_synced,BIPlatform",,True,3,1,protected,active,,,,,,
mart_operating_review,model.healthcare_analytics.mart_operating_review,models/marts_bi_v3/mart_operating_review.sql,marts_bi_v3,incremental,True,True,51,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,6,2,protected,active,,,,,,
mart_operating_review_worklist,model.healthcare_analytics.mart_operating_review_worklist,models/marts_bi_v3/mart_operating_review_worklist.sql,marts_bi_v3,table,True,False,28,"cube,dashboard,marts_bi_v3,operating_review,v3_synced,BIPlatform",,False,3,10,protected,active,,,,,,
mart_patient_attribution,model.healthcare_analytics.mart_patient_attribution,models/marts_bi_v3/mart_patient_attribution.sql,marts_bi_v3,incremental,True,False,39,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,6,2,protected,active,,,,,,
mart_patient_engagement_score,model.healthcare_analytics.mart_patient_engagement_score,models/marts_bi_v3/mart_patient_engagement_score.sql,marts_bi_v3,table,True,False,11,"cube,engagement,marts_bi_v3,v3_synced,BIPlatform",,False,16,2,protected,active,,,,,,
mart_patient_experience,model.healthcare_analytics.mart_patient_experience,models/marts_bi_v3/mart_patient_experience.sql,marts_bi_v3,incremental,True,True,24,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,4,1,protected,active,,,,,,
mart_patient_outreach,model.healthcare_analytics.mart_patient_outreach,models/marts_bi_v3/mart_patient_outreach.sql,marts_bi_v3,incremental,True,True,67,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,4,2,protected,active,,,,,,
mart_patients,model.healthcare_analytics.mart_patients,models/marts_bi_v3/mart_patients.sql,marts_bi_v3,incremental,True,True,87,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,4,2,protected,active,,,,,,
mart_payor_unmatched_members,model.healthcare_analytics.mart_payor_unmatched_members,models/marts_bi_v3/mart_payor_unmatched_members.sql,marts_bi_v3,table,True,True,21,"cube,finance,marts_bi_v3,raf,spend,v3_synced,BIPlatform",,True,13,4,protected,active,,,,,,
mart_payor_unmatched_summary,model.healthcare_analytics.mart_payor_unmatched_summary,models/marts_bi_v3/mart_payor_unmatched_summary.sql,marts_bi_v3,table,True,True,14,"cube,finance,marts_bi_v3,raf,spend,v3_synced,BIPlatform",,False,7,1,protected,active,,,,,,
mart_pharmacy_spend,model.healthcare_analytics.mart_pharmacy_spend,models/marts_bi_v3/mart_pharmacy_spend.sql,marts_bi_v3,table,True,True,18,"cube,finance,marts_bi_v3,pharmacy,spend,v3_synced,BIPlatform",,True,10,2,protected,active,,,,,,
mart_population_history,model.healthcare_analytics.mart_population_history,models/marts_bi_v3/mart_population_history.sql,marts_bi_v3,incremental,True,True,12,"cube,historical,marts_bi_v3,pit,v3_synced,BIPlatform",data_engineering,True,3,4,protected,active,,,,,,
mart_provider_bonus,model.healthcare_analytics.mart_provider_bonus,models/marts_bi_v3/mart_provider_bonus.sql,marts_bi_v3,incremental,True,False,27,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,4,1,protected,active,,,,,,
mart_provider_bonus_detail,model.healthcare_analytics.mart_provider_bonus_detail,models/marts_bi_v3/mart_provider_bonus_detail.sql,marts_bi_v3,incremental,True,False,25,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,4,1,protected,active,,,,,,
mart_provider_departure_tracker,model.healthcare_analytics.mart_provider_departure_tracker,models/marts_bi_v3/mart_provider_departure_tracker.sql,marts_bi_v3,incremental,True,False,10,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,4,1,protected,active,,,,,,
mart_raf_member_revenue,model.healthcare_analytics.mart_raf_member_revenue,models/marts_bi_v3/mart_raf_member_revenue.sql,marts_bi_v3,table,True,False,9,"cube,finraf,marts_bi_v3,raf,v3_synced,BIPlatform",,True,9,1,protected,active,,,,,,
mart_raf_patient_score,model.healthcare_analytics.mart_raf_patient_score,models/marts_bi_v3/mart_raf_patient_score.sql,marts_bi_v3,table,True,False,6,"cube,marts_bi_v3,raf,v3_synced,BIPlatform",,True,3,1,protected,active,,,,,,
mart_raf_revenue_at_risk,model.healthcare_analytics.mart_raf_revenue_at_risk,models/marts_bi_v3/mart_raf_revenue_at_risk.sql,marts_bi_v3,table,True,False,5,"cube,finraf,marts_bi_v3,raf,v3_synced,BIPlatform",,True,3,1,protected,active,,,,,,
mart_scheduling_analytics,model.healthcare_analytics.mart_scheduling_analytics,models/marts_bi_v3/mart_scheduling_analytics.sql,marts_bi_v3,incremental,True,True,38,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,6,4,protected,active,,,,,,
mart_scheduling_daily_capacity,model.healthcare_analytics.mart_scheduling_daily_capacity,models/marts_bi_v3/mart_scheduling_daily_capacity.sql,marts_bi_v3,incremental,True,False,20,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,2,1,protected,active,,,,,,
mart_scheduling_ma_staffing,model.healthcare_analytics.mart_scheduling_ma_staffing,models/marts_bi_v3/mart_scheduling_ma_staffing.sql,marts_bi_v3,incremental,True,False,14,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,4,1,protected,active,,,,,,
mart_scheduling_provider_archetypes,model.healthcare_analytics.mart_scheduling_provider_archetypes,models/marts_bi_v3/mart_scheduling_provider_archetypes.sql,marts_bi_v3,incremental,True,False,20,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,4,1,protected,active,,,,,,
mart_suspect_recapture,model.healthcare_analytics.mart_suspect_recapture,models/marts_bi_v3/mart_suspect_recapture.sql,marts_bi_v3,table,True,True,16,"cube,hcc,hh-native,marts_bi_v3,raf,recapture,v3_synced,BIPlatform",,True,6,2,protected,active,,,,,,
mart_tcm_visit,model.healthcare_analytics.mart_tcm_visit,models/marts_bi_v3/mart_tcm_visit.sql,marts_bi_v3,incremental,True,False,51,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,6,1,protected,active,,,,,,
mart_uhc_diagnosis_by_company,model.healthcare_analytics.mart_uhc_diagnosis_by_company,models/marts_bi_v3/mart_uhc_diagnosis_by_company.sql,marts_bi_v3,table,True,True,8,"VendorBlue,cube,diagnosis,finance,marts_bi_v3,spend,PAYOR_B,v3_synced,BIPlatform",,True,7,1,protected,active,,,,,,
mart_uhc_settlement,model.healthcare_analytics.mart_uhc_settlement,models/marts_bi_v3/mart_uhc_settlement.sql,marts_bi_v3,table,True,True,21,"cube,finance,marts_bi_v3,settlement,spend,PAYOR_B,v3_synced,BIPlatform",,True,6,1,protected,keep,,,,DEV-4540,B,Keep dual with by_company; P&L v1 vs v2 consumers
mart_uhc_settlement_by_company,model.healthcare_analytics.mart_uhc_settlement_by_company,models/marts_bi_v3/mart_uhc_settlement_by_company.sql,marts_bi_v3,table,True,True,23,"VendorBlue,cube,finance,marts_bi_v3,settlement,spend,PAYOR_B,v3_synced,BIPlatform",,True,7,1,protected,active,,,,,,
mart_visit_type_cancellation_outcome,model.healthcare_analytics.mart_visit_type_cancellation_outcome,models/marts_bi_v3/mart_visit_type_cancellation_outcome.sql,marts_bi_v3,incremental,True,False,11,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,4,1,protected,active,,,,,,
mart_volume_attribution_details_by_payor,model.healthcare_analytics.mart_volume_attribution_details_by_payor,models/marts_bi_v3/mart_volume_attribution_details_by_payor.sql,marts_bi_v3,incremental,True,False,6,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,4,1,protected,active,,,,,,
mart_volume_attribution_history_detail,model.healthcare_analytics.mart_volume_attribution_history_detail,models/marts_bi_v3/mart_volume_attribution_history_detail.sql,marts_bi_v3,incremental,True,False,5,"cube,marts_bi_v3,v3_synced,BIPlatform",,True,4,1,protected,active,,,,,,
mart_voluntary_attribution_operational_review,model.healthcare_analytics.mart_voluntary_attribution_operational_review,models/marts_bi_v3/mart_voluntary_attribution_operational_review.sql,marts_bi_v3,table,True,False,59,"attribution,cube,marts_bi_v3,v3_synced,voluntary,BIPlatform",data_engineering,True,2,6,protected,active,,,,,,
membership_monthly_snapshot,model.healthcare_analytics.membership_monthly_snapshot,models/healthcare/membership/membership_monthly_snapshot.sql,healthcare,incremental,True,True,57,"commercial,cube,healthcare,hourly,membership,snapshot,BIPlatform",,False,6,1,protected,active,,,,,,
metricflow_time_spine,model.healthcare_analytics.metricflow_time_spine,models/utilities/metricflow_time_spine.sql,dbt_prod,table,True,False,16,"time_spine,utilities",,False,2,0,protected,active,,,,,,
mv_attribution_self_service,model.healthcare_analytics.mv_attribution_self_service,models/healthcare/mv_attribution_self_service.sql,healthcare,incremental,True,True,100,"attribution,cube,hourly,self_service,vbc",data_engineering,False,5,9,protected,active,,,,,,
mv_portal_activity,model.healthcare_analytics.mv_portal_activity,models/healthcare/scheduling/mv_portal_activity.sql,healthcare,incremental,True,True,18,"capacity,cube,portal,scheduling,superset,BIPlatform",data_engineering,False,4,6,protected,active,,,,,,
new_patient_visits,model.healthcare_analytics.new_patient_visits,models/facts/new_patient_visits.sql,healthcare,incremental,True,True,53,"cube,fact,growth,npv,BIPlatform",,False,4,4,protected,active,,,,,,
operating_review,model.healthcare_analytics.operating_review,models/facts/operating_review.sql,healthcare,incremental,True,True,33,"cube,fact,operating_review,BIPlatform",,False,5,4,protected,active,,,,,,
patient_census,model.healthcare_analytics.patient_census,models/facts/patient_census.sql,healthcare,incremental,True,True,49,"census,cube,fact,operations,BIPlatform",,True,11,13,protected,active,,,,,,
patient_experience,model.healthcare_analytics.patient_experience,models/facts/patient_experience.sql,healthcare,incremental,True,True,21,"cube,fact,nps,survey,BIPlatform",,False,3,3,protected,active,,,,,,
patient_identity,model.healthcare_analytics.patient_identity,models/dimensions/patient_identity.sql,healthcare,incremental,True,True,15,"cube,dimension,empi,mdm,BIPlatform",,False,27,6,protected,active,,,,,,
patients,model.healthcare_analytics.patients,models/dimensions/patients.sql,healthcare,incremental,True,True,129,"cube,dimension,hourly,mdm,BIPlatform",,True,92,17,protected,active,,,,,,
patients_pcp_changed_inactive_to_active_not_seen,model.healthcare_analytics.patients_pcp_changed_inactive_to_active_not_seen,models/healthcare/pcp/patients_pcp_changed_inactive_to_active_not_seen.sql,healthcare,table,True,False,12,"patient_care,pcp,superset",,False,1,7,protected,active,,,,,,
patients_with_inactive_current_pcp,model.healthcare_analytics.patients_with_inactive_current_pcp,models/healthcare/pcp/patients_with_inactive_current_pcp.sql,healthcare,incremental,True,False,11,"patient_care,pcp,superset",,False,2,6,protected,active,,,,,,
providers,model.healthcare_analytics.providers,models/dimensions/providers.sql,healthcare,incremental,True,True,51,"cube,dimension,mdm,BIPlatform",,True,32,3,protected,active,,,,,,
public_reputation_current,model.healthcare_analytics.public_reputation_current,models/healthcare/reputation/public_reputation_current.sql,healthcare,view,True,False,2,"operating_review,reputation,reviews",,False,3,1,protected,active,,,,,,
public_reputation_trend,model.healthcare_analytics.public_reputation_trend,models/healthcare/reputation/public_reputation_trend.sql,healthcare,view,True,False,3,"operating_review,reputation,reviews",,False,4,1,protected,active,,,,,,
public_reviews,model.healthcare_analytics.public_reviews,models/healthcare/reputation/public_reviews.sql,healthcare,view,True,False,1,"operating_review,reputation,reviews",,False,2,1,protected,active,,,,,,
questionnaires,model.healthcare_analytics.questionnaires,models/healthcare/questionnaires.sql,healthcare,view,True,True,14,"awv,cube,questionnaires,BIPlatform",,False,4,2,protected,active,,,,,,
ref_claims__procedure_code,model.healthcare_analytics.ref_claims__procedure_code,models/healthcare/payor/intermediate/ref_claims__procedure_code.sql,healthcare,table,True,False,3,"attribution,claims,intermediate,payor,reference",,False,4,1,protected,active,,,,,,
ref_raf__monthly_run_windows,model.healthcare_analytics.ref_raf__monthly_run_windows,models/healthcare/raf/score/staging/ref_raf__monthly_run_windows.sql,healthcare,table,True,False,9,"cms_hcc,monthly_snapshots,raf,reference,risk_adjustment,staging",,False,13,1,protected,active,,,,,,
